name,team,link,photo,salary,draftClass,careerGP,careerMin,careerPTS,instagramHandle,followerCount,year,round,pick
Jaylen Brown, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/3917376/jaylen-brown,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,6534829,"2016: Rd 1, Pk 3 (BOS)",272,26.1,12.9,fchwpo,1201270,2016,1,3
Carsen Edwards, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/4066407/carsen-edwards,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,1228026,"2019: Rd 2, Pk 33 (PHI)",35,9,3,cboogie_3,330954,2019,2,33
Tacko Fall, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/3904625/tacko-fall,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,,,6,4,3.2,tackofall99,985022,,,
Javonte Green, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/2596112/javonte-green,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,898310,,44,9.4,2.9,savagewoo2,38629,,,
Gordon Hayward, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/4249/gordon-hayward,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,32700690,"2010: Rd 1, Pk 9 (UTAH)",634,30.8,15.3,gordonhayward,1525819,2010,1,9
Enes Kanter, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/6447/enes-kanter,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,4767000,"2011: Rd 1, Pk 3 (UTAH)",634,21.8,11.6,eneskanter11,528039,2011,1,3
Romeo Langford, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/4397008/romeo-langford,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,3458400,"2019: Rd 1, Pk 14 (BOS)",27,11,2.6,yeahyeah22,201863,2019,1,14
Semi Ojeleye, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/3056602/semi-ojeleye,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,1618520,"2017: Rd 2, Pk 37 (BOS)",190,13.9,3,semi,111592,2017,2,37
Vincent Poirier, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/4237215/vincent-poirier,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,2505793,,21,5.4,1.9,viinze_17p,41857,,,
Marcus Smart, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/2990992/marcus-smart,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,12553571,"2014: Rd 1, Pk 6 (BOS)",394,29,9.9,youngamechanger,516161,2014,1,6
Jayson Tatum, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/4065648/jayson-tatum,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,7830000,"2017: Rd 1, Pk 3 (BOS)",218,31.8,17.2,jaytatum0,3162138,2017,1,3
Daniel Theis, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/2451037/daniel-theis,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,5000000,,187,17.2,6.7,dtheis10,120587,,,
Kemba Walker, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/6479/kemba-walker,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,32742000,"2011: Rd 1, Pk 9 (CHA)",655,33.9,20,_kw15,1559822,2011,1,9
Brad Wanamaker, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/6507/brad-wanamaker,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,1445697,,99,15.7,5.6,bwan22,45892,,,
Tremont Waters, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/4278080/tremont-waters,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,,"2019: Rd 2, Pk 51 (BOS)",10,8.9,3.3,tremontwaters,85940,2019,2,51
Grant Williams, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/4066218/grant-williams,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,2379840,"2019: Rd 1, Pk 22 (BOS)",62,15.6,3.5,grantwill2,131921,2019,1,22
Robert Williams III, Boston Celtics,http://www.espn.com/nba/player/stats/_/id/4066211/robert-williams-iii,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,1937520,"2018: Rd 1, Pk 27 (BOS)",55,11,3.3,williams.lll,100124,2018,1,27
Jarrett Allen, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/4066328/jarrett-allen,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,2376840,"2017: Rd 1, Pk 22 (BKN)",216,24,9.9,_bigjayy_,148553,2017,1,22
Justin Anderson, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/2982340/justin-anderson,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,,"2015: Rd 1, Pk 21 (DAL)",219,13.1,5.3,justinanderson,216979,2015,1,21
Wilson Chandler, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/3194/wilson-chandler,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,1620564,"2007: Rd 1, Pk 23 (NY)",676,30,12.5,illwil21,47816,2007,1,23
Chris Chiozza, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/3137795/chris-chiozza,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,,,28,10.1,3.2,chiozza11,37293,,,
Nicolas Claxton, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/4278067/nicolas-claxton,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,898310,"2019: Rd 2, Pk 31 (BKN)",15,12.5,4.4,nicolasclaxton,40775,2019,2,31
Spencer Dinwiddie, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/2580782/spencer-dinwiddie,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,10605600,"2014: Rd 2, Pk 38 (DET)",317,25.7,12.9,spencerdinwiddie,229450,2014,2,38
Kevin Durant, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/3202/kevin-durant,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,38199000,"2007: Rd 1, Pk 2 (SEA)",849,36.9,27,easymoneysniper,11856139,2007,1,2
Joe Harris, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/2528794/joe-harris,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,7666667,"2014: Rd 2, Pk 33 (CLE)",325,24.2,10.3,joeharris__12,96921,2014,2,33
Kyrie Irving, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/6442/kyrie-irving,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,31742000,"2011: Rd 1, Pk 1 (CLE)",528,33.8,22.4,kyrieirving,13912089,2011,1,1
DeAndre Jordan, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/3442/deandre-jordan,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,9881598,"2008: Rd 2, Pk 35 (LAC)",875,27.8,9.5,deandre,2105089,2008,2,35
Rodions Kurucs, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/4230548/rodions-kurucs,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,1699236,"2018: Rd 2, Pk 40 (BKN)",102,17.6,6.8,rodionskurucs,42728,2018,2,40
Caris LeVert, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/2991043/caris-levert,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,2625718,"2016: Rd 1, Pk 20 (IND)",207,25.6,12.4,carislevert,166466,2016,1,20
Timothe Luwawu-Cabarrot, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/3893019/timothe-luwawu-cabarrot,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,654469,"2016: Rd 1, Pk 24 (PHI)",210,15.9,5.8,7tlc,53570,2016,1,24
Jeremiah Martin, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/3907788/jeremiah-martin,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,,,3,5.3,0.7,_4kpeso,10581,,,
Dzanan Musa, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/4348696/dzanan-musa,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,1911600,"2018: Rd 1, Pk 29 (BKN)",44,10.1,3.8,dzananmusa,71703,2018,1,29
Theo Pinson, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/3138154/theo-pinson,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,1445697,,51,11.3,3.9,tpinsonn,135322,,,
Taurean Prince, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/2990962/taurean-prince,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,3481986,"2016: Rd 1, Pk 12 (UTAH)",260,26.4,11.6,taureanprince,223172,2016,1,12
Garrett Temple, Brooklyn Nets,http://www.espn.com/nba/player/stats/_/id/4023/garrett-temple,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,4767000,,569,21,6.3,gtemp17,50834,,,
Kadeem Allen, New York Knicks,http://www.espn.com/nba/player/stats/_/id/3134880/kadeem-allen,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,,"2017: Rd 2, Pk 53 (BOS)",47,13.6,5.5,kadeemallen5,29078,2017,2,53
RJ Barrett, New York Knicks,http://www.espn.com/nba/player/stats/_/id/4395625/rj-barrett,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,7839960,"2019: Rd 1, Pk 3 (NY)",56,30.4,14.3,rjbarrett,1434764,2019,1,3
Ignas Brazdeikis, New York Knicks,http://www.espn.com/nba/player/stats/_/id/4397205/ignas-brazdeikis,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,898310,"2019: Rd 2, Pk 47 (SAC)",9,5.9,1.9,_iggy_braz,79286,2019,2,47
Reggie Bullock, New York Knicks,http://www.espn.com/nba/player/stats/_/id/2528779/reggie-bullock,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,4000000,"2013: Rd 1, Pk 25 (LAC)",301,19.7,6.9,y0bull,179253,2013,1,25
Damyean Dotson, New York Knicks,http://www.espn.com/nba/player/stats/_/id/2991149/damyean-dotson,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,1618520,"2017: Rd 2, Pk 44 (NY)",165,20.1,7.8,wholeteamdot,47978,2017,2,44
Wayne Ellington, New York Knicks,http://www.espn.com/nba/player/stats/_/id/3981/wayne-ellington,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,8000000,"2009: Rd 1, Pk 28 (MIN)",681,21,8,wayneellington,74762,2009,1,28
Taj Gibson, New York Knicks,http://www.espn.com/nba/player/stats/_/id/3986/taj-gibson,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,9000000,"2009: Rd 1, Pk 26 (CHI)",799,25.2,9.5,tajgibson,449365,2009,1,26
Maurice Harkless, New York Knicks,http://www.espn.com/nba/player/stats/_/id/6591/maurice-harkless,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,11011234,"2012: Rd 1, Pk 15 (PHI)",537,23.1,7.2,moe_harkless,99839,2012,1,15
Kevin Knox II, New York Knicks,http://www.espn.com/nba/player/stats/_/id/4278075/kevin-knox-ii,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,4380120,"2018: Rd 1, Pk 9 (NY)",140,23.7,9.9,nyknicks,2461199,2018,1,9
Frank Ntilikina, New York Knicks,http://www.espn.com/nba/player/stats/_/id/4230547/frank-ntilikina,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,4855800,"2017: Rd 1, Pk 8 (NY)",178,21.3,6,frank_ntilikina,264140,2017,1,8
Elfrid Payton, New York Knicks,http://www.espn.com/nba/player/stats/_/id/2583639/elfrid-payton,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,8000000,"2014: Rd 1, Pk 10 (PHI)",387,29.3,11,elfrid,132072,2014,1,10
Bobby Portis, New York Knicks,http://www.espn.com/nba/player/stats/_/id/3064482/bobby-portis,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,15000000,"2015: Rd 1, Pk 22 (CHI)",315,20.4,10.2,bportistime,149618,2015,1,22
Julius Randle, New York Knicks,http://www.espn.com/nba/player/stats/_/id/3064514/julius-randle,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,18000000,"2014: Rd 1, Pk 7 (LAL)",375,29.2,16.1,juliusrandle30,838589,2014,1,7
Mitchell Robinson, New York Knicks,http://www.espn.com/nba/player/stats/_/id/4351852/mitchell-robinson,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,1599712,"2018: Rd 2, Pk 36 (NY)",127,21.8,8.5,,,2018,2,36
Dennis Smith Jr., New York Knicks,http://www.espn.com/nba/player/stats/_/id/4065697/dennis-smith-jr,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,4463640,"2017: Rd 1, Pk 9 (DAL)",156,26.2,12.5,desmith4,842351,2017,1,9
Allonzo Trier, New York Knicks,http://www.espn.com/nba/player/stats/_/id/3907525/allonzo-trier,https://a.espncdn.com/i/headshots/nba/players/full/3134880.png,3551000,,88,19.9,9.7,iso_zo,227734,,,
Alec Burks, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/6429/alec-burks,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,1620564,"2011: Rd 1, Pk 12 (UTAH)",488,21.9,10.2,alecburks13,4350,2011,1,12
Joel Embiid, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/3059318/joel-embiid,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,27504630,"2014: Rd 1, Pk 3 (PHI)",202,30.6,24.1,joelembiid,4141176,2014,1,3
Tobias Harris, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/6440/tobias-harris,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,32742000,"2011: Rd 1, Pk 19 (CHA)",611,30.8,15.9,tobiasharris,484134,2011,1,19
Al Horford, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/3213/al-horford,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,28000000,"2007: Rd 1, Pk 3 (ATL)",846,32.7,14,alhorford,572555,2007,1,3
Furkan Korkmaz, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/3929325/furkan-korkmaz,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,1620564,"2016: Rd 1, Pk 26 (PHI)",126,17.1,7.3,furkankorkmaz,213285,2016,1,26
Shake Milton, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/3915195/shake-milton,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,1455697,"2018: Rd 2, Pk 54 (DAL)",52,16.9,7.5,snipershake,40746,2018,2,54
Raul Neto, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/2968361/raul-neto,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,1620564,"2013: Rd 2, Pk 47 (ATL)",248,13.6,4.7,raulneto08,123844,2013,2,47
Kyle O'Quinn, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/6615/kyle-oquinn,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,1620564,"2012: Rd 2, Pk 49 (ORL)",469,14.2,5.4,kyle.oquinn,119617,2012,2,49
Norvel Pelle, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/2608892/norvel-pelle,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,350189,,20,8.9,2.1,_np5,19103,,,
Josh Richardson, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/2581190/josh-richardson,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,10116576,"2015: Rd 2, Pk 40 (MIA)",307,30.7,12.4,jrich_0,289919,2015,2,40
Glenn Robinson III, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/2991039/glenn-robinson-iii,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,1620564,"2014: Rd 2, Pk 40 (MIN)",279,17.5,6,,,2014,2,40
Mike Scott, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/6622/mike-scott,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,4767000,"2012: Rd 2, Pk 43 (ATL)",499,16.5,7,mikescottva,167943,2012,2,43
Marial Shayok, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/3138201/marial-shayok,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,,"2019: Rd 2, Pk 54 (PHI)",2,5,1.5,marialshayok,22356,2019,2,54
Ben Simmons, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/3907387/ben-simmons,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,8113930,"2016: Rd 1, Pk 1 (PHI)",214,34.4,16.4,bensimmons,5097058,2016,1,1
Zhaire Smith, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/4277923/zhaire-smith,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,3058800,"2018: Rd 1, Pk 16 (PHX)",13,11,3.7,zhaire_smith,57398,2018,1,16
Matisse Thybulle, Philadelphia 76ers,http://www.espn.com/nba/player/stats/_/id/3907498/matisse-thybulle,https://a.espncdn.com/i/headshots/nba/players/full/6429.png,2582160,"2019: Rd 1, Pk 20 (BOS)",57,19.5,4.7,theycallmetisse,199163,2019,1,20
OG Anunoby, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/3934719/og-anunoby,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,2281800,"2017: Rd 1, Pk 23 (TOR)",204,23.2,7.8,oanunoby,174702,2017,1,23
Chris Boucher, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/3948153/chris-boucher,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,1588231,,84,10.6,5.3,slimmduck,140277,,,
Oshae Brissett, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/4278031/oshae-brissett,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,,,19,7.1,1.9,obrissy,28390,,,
Terence Davis, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/3919454/terence-davis,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,898310,,64,17,7.7,terencedavisjr,65075,,,
Marc Gasol, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/3206/marc-gasol,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,25595700,"2007: Rd 2, Pk 48 (LAL)",831,33.2,14.7,marcgasol,483370,2007,2,48
Dewan Hernandez, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/4065672/dewan-hernandez,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,898310,"2019: Rd 2, Pk 59 (TOR)",4,2.8,1,dewanhernandez,35379,2019,2,59
Rondae Hollis-Jefferson, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/3064291/rondae-hollis-jefferson,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,2500000,"2015: Rd 1, Pk 23 (POR)",286,22.8,9.4,chap,169381,2015,1,23
Serge Ibaka, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/3439/serge-ibaka,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,23271604,"2008: Rd 1, Pk 24 (SEA)",803,28.6,12.6,sergeibaka,1200259,2008,1,24
Stanley Johnson, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/3134881/stanley-johnson,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,3623000,"2015: Rd 1, Pk 8 (DET)",305,20.5,6.6,stanimal,304415,2015,1,8
Kyle Lowry, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/3012/kyle-lowry,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,34996296,"2006: Rd 1, Pk 24 (MEM)",908,31.6,14.7,kyle_lowry7,1596071,2006,1,24
Patrick McCaw, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/3137730/patrick-mccaw,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,4000000,"2016: Rd 2, Pk 38 (MIL)",194,17.2,3.9,pmccaw0,255243,2016,2,38
Malcolm Miller, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/2580980/malcolm-miller,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,1588231,,50,6.4,1.9,mlmili13,29364,,,
Norman Powell, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/2595516/norman-powell,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,10116576,"2015: Rd 2, Pk 46 (MIL)",299,18.6,8.5,normanpowell4,317828,2015,2,46
Pascal Siakam, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/3149673/pascal-siakam,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,2351839,"2016: Rd 1, Pk 27 (TOR)",269,25.9,12.7,pskills43,714360,2016,1,27
Matt Thomas, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/3059311/matt-thomas,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,898310,,33,9.7,4.5,mattthomas_21,52653,,,
Fred VanVleet, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/2991230/fred-vanvleet,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,9346153,,225,23.5,10.3,fredvanvleet,691375,,,
Paul Watson, Toronto Raptors,http://www.espn.com/nba/player/stats/_/id/3058030/paul-watson,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,,,5,5,0.2,captainpaulwatson,122271,,,
Ky Bowman, Golden State Warriors,http://www.espn.com/nba/player/stats/_/id/4065635/ky-bowman,https://a.espncdn.com/i/headshots/nba/players/full/4065635.png,350189,,45,22.6,7.4,kyranbowman,57896,,,
Marquese Chriss, Golden State Warriors,http://www.espn.com/nba/player/stats/_/id/3907487/marquese-chriss,https://a.espncdn.com/i/headshots/nba/players/full/4065635.png,654469,"2016: Rd 1, Pk 8 (SAC)",256,19.4,8,quese,128549,2016,1,8
Stephen Curry, Golden State Warriors,http://www.espn.com/nba/player/stats/_/id/3975/stephen-curry,https://a.espncdn.com/i/headshots/nba/players/full/4065635.png,40231758,"2009: Rd 1, Pk 7 (GS)",699,34.3,23.5,stephencurry30,29688867,2009,1,7
Draymond Green, Golden State Warriors,http://www.espn.com/nba/player/stats/_/id/6589/draymond-green,https://a.espncdn.com/i/headshots/nba/players/full/4065635.png,18539130,"2012: Rd 2, Pk 35 (GS)",576,28.1,9,money23green,3419030,2012,2,35
Damion Lee, Golden State Warriors,http://www.espn.com/nba/player/stats/_/id/2595209/damion-lee,https://a.espncdn.com/i/headshots/nba/players/full/4065635.png,842327,,96,22.9,9.8,dami0nlee,159497,,,
